day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-02-08,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,43843,675,422.61,1866,22,1837.97
2024-02-08,Valentine's Promo,Paid Social,Instagram,Gift Guide,39308,673,400.9,1135,17,1475.05
2024-02-08,Valentine's Promo,Paid Social,Instagram,Last Chance Love,41192,636,410.83,1392,17,1361.49
2024-02-08,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,20576,338,214.99,726,8,738.51
2024-02-08,Valentine's Promo,Paid Social,TikTok,Gift Guide,25215,515,242.59,796,13,1118.65
2024-02-08,Valentine's Promo,Paid Social,TikTok,Last Chance Love,22676,481,223.89,759,9,802.21
2024-02-08,Valentine's Promo,Display,Google Display Network,Hearts and Savings,144643,700,582.02,626,6,384.46
2024-02-08,Valentine's Promo,Display,Google Display Network,Gift Guide,164017,675,627.2,938,6,453.5
2024-02-08,Valentine's Promo,Display,Google Display Network,Last Chance Love,159665,657,662.95,653,9,718.1
2024-02-08,Valentine's Promo,Display,The Trade Desk,Hearts and Savings,102822,456,410.25,508,4,278.31
2024-02-08,Valentine's Promo,Display,The Trade Desk,Gift Guide,98960,502,407.87,407,4,288.85
2024-02-08,Valentine's Promo,Display,The Trade Desk,Last Chance Love,104202,439,417.37,647,5,332.68
2024-02-08,Valentine's Promo,Email,Mailchimp,Hearts and Savings,23311,5494,34.48,1648,197,16413.76
2024-02-08,Valentine's Promo,Email,Mailchimp,Gift Guide,21615,5144,33.33,1353,238,25800.74
2024-02-08,Valentine's Promo,Email,Mailchimp,Last Chance Love,21398,4665,33.27,1972,152,15094.97
2024-02-08,Valentine's Promo,Email,Klaviyo,Hearts and Savings,19232,4603,29.27,1778,153,15124.14
2024-02-08,Valentine's Promo,Email,Klaviyo,Gift Guide,17063,3935,25.42,1071,122,10253.3
2024-02-08,Valentine's Promo,Email,Klaviyo,Last Chance Love,19669,3603,29.92,1507,141,13391.87
2024-02-08,Valentine's Promo,Video,YouTube,Hearts and Savings,111658,1027,1970.35,28975,14,1345.81
2024-02-08,Valentine's Promo,Video,YouTube,Gift Guide,115194,925,2049.87,34825,16,1727.59
2024-02-08,Valentine's Promo,Video,YouTube,Last Chance Love,114569,951,2095.45,30295,14,1252.78
2024-02-08,Valentine's Promo,Video,Connected TV,Hearts and Savings,55861,421,1007.21,15180,5,474.54
2024-02-08,Valentine's Promo,Video,Connected TV,Gift Guide,52925,391,953.94,12234,7,801.23
2024-02-08,Valentine's Promo,Video,Connected TV,Last Chance Love,56887,430,1004.14,16868,6,595.76
2024-02-09,Brand Awareness,Paid Search,Google,Hero Brand,37067,1658,828.45,504,126,13259.03
2024-02-09,Brand Awareness,Paid Search,Google,Our Story,41838,1782,937.66,467,113,12618.53
2024-02-09,Brand Awareness,Paid Search,Google,Why Choose Us,42104,1993,896.04,561,151,18558.85
2024-02-09,Brand Awareness,Paid Search,Bing,Hero Brand,10300,523,234.09,104,35,4126.23
2024-02-09,Brand Awareness,Paid Search,Bing,Our Story,10406,475,223.68,129,30,3164.41
2024-02-09,Brand Awareness,Paid Search,Bing,Why Choose Us,11364,476,261.67,157,38,3815.79
2024-02-09,Brand Awareness,Paid Social,Facebook,Hero Brand,53802,1119,561.04,1998,37,3110.08
2024-02-09,Brand Awareness,Paid Social,Facebook,Our Story,55032,1014,533.77,1621,25,2346.24
2024-02-09,Brand Awareness,Paid Social,Facebook,Why Choose Us,59472,1061,587.99,1829,22,1728.95
2024-02-09,Brand Awareness,Paid Social,Instagram,Hero Brand,42864,647,443.52,1447,17,1297.15
2024-02-09,Brand Awareness,Paid Social,Instagram,Our Story,42697,886,434.94,1383,28,2341.85
2024-02-09,Brand Awareness,Paid Social,Instagram,Why Choose Us,35271,597,357.1,1190,14,1055.18
2024-02-09,Brand Awareness,Paid Social,TikTok,Hero Brand,23668,436,231.16,923,13,954.61
2024-02-09,Brand Awareness,Paid Social,TikTok,Our Story,23311,391,226.58,1021,12,896.37
2024-02-09,Brand Awareness,Paid Social,TikTok,Why Choose Us,23657,495,226.9,1007,16,1221.37
2024-02-09,Brand Awareness,Display,Google Display Network,Hero Brand,156217,667,646.45,672,7,453.45
2024-02-09,Brand Awareness,Display,Google Display Network,Our Story,144454,649,555.13,627,6,442.32
2024-02-09,Brand Awareness,Display,Google Display Network,Why Choose Us,160485,769,623.54,642,6,459.53
2024-02-09,Brand Awareness,Display,The Trade Desk,Hero Brand,94738,514,374.57,500,5,364.46
2024-02-09,Brand Awareness,Display,The Trade Desk,Our Story,90800,516,362.89,519,6,408.94
2024-02-09,Brand Awareness,Display,The Trade Desk,Why Choose Us,96040,500,397.15,505,5,381.97
2024-02-09,Brand Awareness,Email,Mailchimp,Hero Brand,22547,5073,33.41,2115,175,15863.63
2024-02-09,Brand Awareness,Email,Mailchimp,Our Story,21513,4109,31.59,1526,182,17313.25
2024-02-09,Brand Awareness,Email,Mailchimp,Why Choose Us,19500,4736,28.5,1756,193,20196.08
2024-02-09,Brand Awareness,Email,Klaviyo,Hero Brand,17531,3476,25.98,1431,165,17784.46
2024-02-09,Brand Awareness,Email,Klaviyo,Our Story,16237,3108,23.69,1242,169,16119.5
2024-02-09,Brand Awareness,Email,Klaviyo,Why Choose Us,16579,3924,25.23,1426,195,20662.59
2024-02-09,Brand Awareness,Video,YouTube,Hero Brand,116168,884,2145.54,23549,17,1521.95
2024-02-09,Brand Awareness,Video,YouTube,Our Story,109071,731,1880.67,33820,11,1052.38
2024-02-09,Brand Awareness,Video,YouTube,Why Choose Us,113151,833,2121.44,24945,11,1128.9
2024-02-09,Brand Awareness,Video,Connected TV,Hero Brand,52490,358,902.51,14419,6,695.32
2024-02-09,Brand Awareness,Video,Connected TV,Our Story,62045,438,1122.16,19318,8,751.43
2024-02-09,Brand Awareness,Video,Connected TV,Why Choose Us,60244,429,1107.44,12039,5,558.55
2024-02-09,Valentine's Promo,Paid Search,Google,Hearts and Savings,36263,1442,794.8,491,101,10676.33
2024-02-09,Valentine's Promo,Paid Search,Google,Gift Guide,43368,1812,907.23,612,130,15400.96
2024-02-09,Valentine's Promo,Paid Search,Google,Last Chance Love,34773,1602,731.1,341,72,7618.98
2024-02-09,Valentine's Promo,Paid Search,Bing,Hearts and Savings,10104,525,229.72,125,28,3052.03
2024-02-09,Valentine's Promo,Paid Search,Bing,Gift Guide,10218,404,219.14,131,28,2874.88
2024-02-09,Valentine's Promo,Paid Search,Bing,Last Chance Love,10756,405,235.7,148,27,3085.66
2024-02-09,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,58722,1020,588.69,2747,33,2587.42
2024-02-09,Valentine's Promo,Paid Social,Facebook,Gift Guide,59615,1157,611.01,2550,30,2391.87
2024-02-09,Valentine's Promo,Paid Social,Facebook,Last Chance Love,58187,1047,599.61,1887,28,2204.73
2024-02-09,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,38039,710,377.06,1355,17,1316.44
2024-02-09,Valentine's Promo,Paid Social,Instagram,Gift Guide,37083,551,368.44,1506,11,1000.82
2024-02-09,Valentine's Promo,Paid Social,Instagram,Last Chance Love,42760,838,433.97,1463,18,1261.85
2024-02-09,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,21507,378,214.79,803,9,822.66
2024-02-09,Valentine's Promo,Paid Social,TikTok,Gift Guide,22812,398,217.89,1060,12,1108.79
2024-02-09,Valentine's Promo,Paid Social,TikTok,Last Chance Love,21885,330,218.09,784,9,723.25
2024-02-09,Valentine's Promo,Display,Google Display Network,Hearts and Savings,160429,760,642.52,792,11,879.59
2024-02-09,Valentine's Promo,Display,Google Display Network,Gift Guide,155961,738,604.72,944,7,578.41
2024-02-09,Valentine's Promo,Display,Google Display Network,Last Chance Love,143416,771,560.45,546,7,507.19
2024-02-09,Valentine's Promo,Display,The Trade Desk,Hearts and Savings,85092,410,350.53,417,5,336.77
2024-02-09,Valentine's Promo,Display,The Trade Desk,Gift Guide,85709,431,329.92,415,5,388.47
2024-02-09,Valentine's Promo,Display,The Trade Desk,Last Chance Love,85369,469,349.28,441,4,328.45
2024-02-09,Valentine's Promo,Email,Mailchimp,Hearts and Savings,24301,4878,37.04,1932,232,20715.89
2024-02-09,Valentine's Promo,Email,Mailchimp,Gift Guide,20124,4857,28.96,1554,191,15816.04
2024-02-09,Valentine's Promo,Email,Mailchimp,Last Chance Love,20973,5123,30.5,1779,204,21498.86
2024-02-09,Valentine's Promo,Email,Klaviyo,Hearts and Savings,16505,3524,24.15,1634,103,8601.26
2024-02-09,Valentine's Promo,Email,Klaviyo,Gift Guide,19563,3761,29.29,1256,154,16918.21
2024-02-09,Valentine's Promo,Email,Klaviyo,Last Chance Love,19848,4158,28.52,1594,216,21462.58
2024-02-09,Valentine's Promo,Video,YouTube,Hearts and Savings,116176,1046,2186.46,26041,17,1936.45
2024-02-09,Valentine's Promo,Video,YouTube,Gift Guide,112048,841,2050.13,28953,14,1571.67
2024-02-09,Valentine's Promo,Video,YouTube,Last Chance Love,106432,907,1974.43,30916,12,1339.64
2024-02-09,Valentine's Promo,Video,Connected TV,Hearts and Savings,55210,405,1037.5,12674,8,936.27
2024-02-09,Valentine's Promo,Video,Connected TV,Gift Guide,50059,413,928.24,11218,7,725.78
2024-02-09,Valentine's Promo,Video,Connected TV,Last Chance Love,60739,436,1143.18,15212,5,448.59
2024-02-10,Brand Awareness,Paid Search,Google,Hero Brand,28629,1251,645.11,329,69,7118.87
2024-02-10,Brand Awareness,Paid Search,Google,Our Story,26046,1189,597.56,244,65,8565.79
2024-02-10,Brand Awareness,Paid Search,Google,Why Choose Us,27904,1429,592.65,330,63,8409.92
2024-02-10,Brand Awareness,Paid Search,Bing,Hero Brand,7261,302,165.8,86,23,2785.99
2024-02-10,Brand Awareness,Paid Search,Bing,Our Story,7812,404,168.19,98,20,2118.71
2024-02-10,Brand Awareness,Paid Search,Bing,Why Choose Us,7662,336,161.53,72,24,2414.41
2024-02-10,Brand Awareness,Paid Social,Facebook,Hero Brand,81468,1462,781.47,3823,45,3853.8
2024-02-10,Brand Awareness,Paid Social,Facebook,Our Story,90210,1332,873.01,2799,44,3463.79
2024-02-10,Brand Awareness,Paid Social,Facebook,Why Choose Us,84281,1695,830.78,3317,31,2841.61
2024-02-10,Brand Awareness,Paid Social,Instagram,Hero Brand,53210,798,536.51,2515,22,1977.96
2024-02-10,Brand Awareness,Paid Social,Instagram,Our Story,51374,814,508.13,2433,16,1348.75
2024-02-10,Brand Awareness,Paid Social,Instagram,Why Choose Us,57008,1035,589.0,1932,19,1607.62
2024-02-10,Brand Awareness,Paid Social,TikTok,Hero Brand,30098,569,307.0,912,15,1299.75
2024-02-10,Brand Awareness,Paid Social,TikTok,Our Story,28351,575,288.19,1182,17,1334.93
2024-02-10,Brand Awareness,Paid Social,TikTok,Why Choose Us,32006,533,326.64,1156,16,1207.75
2024-02-10,Brand Awareness,Display,Google Display Network,Hero Brand,185185,862,727.9,805,8,516.42
2024-02-10,Brand Awareness,Display,Google Display Network,Our Story,149147,769,573.78,599,8,515.4
2024-02-10,Brand Awareness,Display,Google Display Network,Why Choose Us,148908,817,606.81,774,11,776.64
2024-02-10,Brand Awareness,Display,The Trade Desk,Hero Brand,92466,486,386.23,474,6,488.69
2024-02-10,Brand Awareness,Display,The Trade Desk,Our Story,94593,468,360.73,391,4,250.51
2024-02-10,Brand Awareness,Display,The Trade Desk,Why Choose Us,90240,508,352.01,380,6,452.52
2024-02-10,Brand Awareness,Email,Mailchimp,Hero Brand,15151,3421,22.33,1014,128,14008.43
2024-02-10,Brand Awareness,Email,Mailchimp,Our Story,15244,2987,23.82,1291,140,11453.99
2024-02-10,Brand Awareness,Email,Mailchimp,Why Choose Us,16589,4053,24.67,1351,220,18890.79
2024-02-10,Brand Awareness,Email,Klaviyo,Hero Brand,13881,2642,21.04,1398,138,14125.49
2024-02-10,Brand Awareness,Email,Klaviyo,Our Story,12458,2871,18.93,1129,142,13112.72
2024-02-10,Brand Awareness,Email,Klaviyo,Why Choose Us,11192,2335,17.33,918,81,7385.3
2024-02-10,Brand Awareness,Video,YouTube,Hero Brand,97514,846,1756.13,25249,16,1873.68
2024-02-10,Brand Awareness,Video,YouTube,Our Story,96472,802,1725.2,30133,15,1509.32
2024-02-10,Brand Awareness,Video,YouTube,Why Choose Us,98877,804,1786.69,28438,9,871.9
2024-02-10,Brand Awareness,Video,Connected TV,Hero Brand,49456,413,916.19,12450,8,921.03
2024-02-10,Brand Awareness,Video,Connected TV,Our Story,55608,462,974.01,12869,7,703.13
2024-02-10,Brand Awareness,Video,Connected TV,Why Choose Us,48157,406,826.84,10618,8,755.81
2024-02-10,Valentine's Promo,Paid Search,Google,Hearts and Savings,26746,1243,561.38,393,74,8462.13
2024-02-10,Valentine's Promo,Paid Search,Google,Gift Guide,27866,1493,631.59,296,110,13161.25
2024-02-10,Valentine's Promo,Paid Search,Google,Last Chance Love,27776,1278,638.73,382,85,9446.87
2024-02-10,Valentine's Promo,Paid Search,Bing,Hearts and Savings,8186,315,188.9,84,21,2320.07
2024-02-10,Valentine's Promo,Paid Search,Bing,Gift Guide,7257,301,167.47,89,16,1913.52
2024-02-10,Valentine's Promo,Paid Search,Bing,Last Chance Love,7418,363,156.34,95,28,2828.91
2024-02-10,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,73519,1442,717.41,3013,41,3276.85
2024-02-10,Valentine's Promo,Paid Social,Facebook,Gift Guide,88547,1424,855.71,2687,46,3556.42
2024-02-10,Valentine's Promo,Paid Social,Facebook,Last Chance Love,81505,1492,779.89,3844,47,4262.17
2024-02-10,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,48859,797,502.21,2129,26,2429.51
2024-02-10,Valentine's Promo,Paid Social,Instagram,Gift Guide,50324,889,484.19,2166,26,2109.8
2024-02-10,Valentine's Promo,Paid Social,Instagram,Last Chance Love,50440,962,493.22,1517,29,2273.3
2024-02-10,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,31078,496,324.61,1314,16,1359.37
2024-02-10,Valentine's Promo,Paid Social,TikTok,Gift Guide,35536,701,372.85,1122,16,1320.69
2024-02-10,Valentine's Promo,Paid Social,TikTok,Last Chance Love,33391,534,350.31,1432,12,936.82
2024-02-10,Valentine's Promo,Display,Google Display Network,Hearts and Savings,161483,882,620.33,812,12,789.44
2024-02-10,Valentine's Promo,Display,Google Display Network,Gift Guide,153554,805,631.01,862,7,578.54
2024-02-10,Valentine's Promo,Display,Google Display Network,Last Chance Love,155012,818,645.65,772,11,765.22
2024-02-10,Valentine's Promo,Display,The Trade Desk,Hearts and Savings,105153,468,401.35,513,3,206.63
2024-02-10,Valentine's Promo,Display,The Trade Desk,Gift Guide,113575,656,461.06,543,9,739.29
2024-02-10,Valentine's Promo,Display,The Trade Desk,Last Chance Love,110509,470,457.2,578,5,318.58
2024-02-10,Valentine's Promo,Email,Mailchimp,Hearts and Savings,14175,2970,22.32,1293,112,11155.03
2024-02-10,Valentine's Promo,Email,Mailchimp,Gift Guide,13790,3245,20.31,1024,162,14588.33
2024-02-10,Valentine's Promo,Email,Mailchimp,Last Chance Love,16870,2975,24.8,1704,97,8636.73
2024-02-10,Valentine's Promo,Email,Klaviyo,Hearts and Savings,12342,2268,18.22,967,70,6782.42
2024-02-10,Valentine's Promo,Email,Klaviyo,Gift Guide,11413,2231,16.78,712,120,10924.72
2024-02-10,Valentine's Promo,Email,Klaviyo,Last Chance Love,13355,3177,20.9,1151,161,14818.59
2024-02-10,Valentine's Promo,Video,YouTube,Hearts and Savings,84810,620,1501.21,25826,8,745.57
2024-02-10,Valentine's Promo,Video,YouTube,Gift Guide,100709,727,1772.25,30065,11,1135.9
2024-02-10,Valentine's Promo,Video,YouTube,Last Chance Love,102036,907,1845.64,27025,16,1532.71
2024-02-10,Valentine's Promo,Video,Connected TV,Hearts and Savings,51217,379,958.35,14707,4,459.27
2024-02-10,Valentine's Promo,Video,Connected TV,Gift Guide,49612,419,872.39,9817,4,462.96
2024-02-10,Valentine's Promo,Video,Connected TV,Last Chance Love,51653,354,927.61,12968,5,516.42
2024-02-11,Brand Awareness,Paid Search,Google,Hero Brand,26786,1272,592.9,368,59,6269.38
2024-02-11,Brand Awareness,Paid Search,Google,Our Story,29405,1386,670.63,375,61,6589.95
2024-02-11,Brand Awareness,Paid Search,Google,Why Choose Us,29811,1208,685.83,422,75,10150.01
2024-02-11,Brand Awareness,Paid Search,Bing,Hero Brand,7057,327,151.73,97,23,2459.6
2024-02-11,Brand Awareness,Paid Search,Bing,Our Story,8099,313,173.03,105,15,1784.75
2024-02-11,Brand Awareness,Paid Search,Bing,Why Choose Us,7709,342,171.14,111,18,1964.08
2024-02-11,Brand Awareness,Paid Social,Facebook,Hero Brand,87740,1365,870.4,3581,35,3281.4
2024-02-11,Brand Awareness,Paid Social,Facebook,Our Story,78998,1263,770.46,2443,26,2222.07
2024-02-11,Brand Awareness,Paid Social,Facebook,Why Choose Us,73459,1403,707.59,2149,47,4137.13
2024-02-11,Brand Awareness,Paid Social,Instagram,Hero Brand,58655,1125,565.02,1914,37,3101.88
2024-02-11,Brand Awareness,Paid Social,Instagram,Our Story,57596,1117,594.96,1656,22,1645.07
2024-02-11,Brand Awareness,Paid Social,Instagram,Why Choose Us,50828,988,522.8,2287,22,1755.9
2024-02-11,Brand Awareness,Paid Social,TikTok,Hero Brand,33220,636,330.32,1073,17,1271.38
2024-02-11,Brand Awareness,Paid Social,TikTok,Our Story,30868,629,319.73,1268,16,1488.78
2024-02-11,Brand Awareness,Paid Social,TikTok,Why Choose Us,31515,516,313.05,993,15,1353.13
2024-02-11,Brand Awareness,Display,Google Display Network,Hero Brand,176094,888,683.52,708,9,605.9
2024-02-11,Brand Awareness,Display,Google Display Network,Our Story,153308,840,611.59,867,7,497.11
2024-02-11,Brand Awareness,Display,Google Display Network,Why Choose Us,158339,713,614.41,935,10,820.12
2024-02-11,Brand Awareness,Display,The Trade Desk,Hero Brand,96226,477,382.52,392,6,450.82
2024-02-11,Brand Awareness,Display,The Trade Desk,Our Story,99036,581,398.19,530,5,334.91
2024-02-11,Brand Awareness,Display,The Trade Desk,Why Choose Us,98700,449,378.96,582,5,339.5
2024-02-11,Brand Awareness,Email,Mailchimp,Hero Brand,15202,2690,23.85,1001,140,12440.46
2024-02-11,Brand Awareness,Email,Mailchimp,Our Story,14606,3572,22.85,1410,156,16882.88
2024-02-11,Brand Awareness,Email,Mailchimp,Why Choose Us,17137,3763,26.93,1056,201,18296.72
2024-02-11,Brand Awareness,Email,Klaviyo,Hero Brand,13311,2849,20.1,819,97,8218.21
2024-02-11,Brand Awareness,Email,Klaviyo,Our Story,12140,2791,17.76,1147,123,12264.43
2024-02-11,Brand Awareness,Email,Klaviyo,Why Choose Us,13251,3244,20.01,1008,126,12548.22
2024-02-11,Brand Awareness,Video,YouTube,Hero Brand,102920,771,1918.84,24366,14,1441.92
2024-02-11,Brand Awareness,Video,YouTube,Our Story,93951,732,1701.68,26230,8,912.92
2024-02-11,Brand Awareness,Video,YouTube,Why Choose Us,88037,797,1537.91,21465,16,1422.75
2024-02-11,Brand Awareness,Video,Connected TV,Hero Brand,52873,495,946.13,11026,9,840.47
2024-02-11,Brand Awareness,Video,Connected TV,Our Story,45769,334,858.3,11140,6,638.26
2024-02-11,Brand Awareness,Video,Connected TV,Why Choose Us,55413,506,956.89,17122,8,716.49
2024-02-11,Valentine's Promo,Paid Search,Google,Hearts and Savings,26691,1271,601.67,390,66,7731.96
2024-02-11,Valentine's Promo,Paid Search,Google,Gift Guide,26874,1088,606.44,359,84,9880.92
2024-02-11,Valentine's Promo,Paid Search,Google,Last Chance Love,31747,1615,725.5,304,100,10841.83
2024-02-11,Valentine's Promo,Paid Search,Bing,Hearts and Savings,8153,307,182.89,119,21,2519.84
2024-02-11,Valentine's Promo,Paid Search,Bing,Gift Guide,7363,367,169.77,91,25,2677.9
2024-02-11,Valentine's Promo,Paid Search,Bing,Last Chance Love,8627,358,181.16,86,26,2789.71
2024-02-11,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,76854,1164,764.66,3093,21,1838.62
2024-02-11,Valentine's Promo,Paid Social,Facebook,Gift Guide,85177,1459,873.63,3659,45,3614.53
2024-02-11,Valentine's Promo,Paid Social,Facebook,Last Chance Love,84476,1703,815.96,3014,35,2469.75
2024-02-11,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,51238,1036,508.3,1542,21,1501.52
2024-02-11,Valentine's Promo,Paid Social,Instagram,Gift Guide,54438,956,555.25,1723,28,2443.21
2024-02-11,Valentine's Promo,Paid Social,Instagram,Last Chance Love,60690,1104,631.23,2411,36,3027.83
2024-02-11,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,30690,543,316.99,1221,15,1125.05
2024-02-11,Valentine's Promo,Paid Social,TikTok,Gift Guide,31604,501,326.68,1167,11,930.76
2024-02-11,Valentine's Promo,Paid Social,TikTok,Last Chance Love,35268,702,364.52,1136,16,1419.28
2024-02-11,Valentine's Promo,Display,Google Display Network,Hearts and Savings,164788,702,664.52,946,6,374.17
2024-02-11,Valentine's Promo,Display,Google Display Network,Gift Guide,175642,888,727.66,904,9,677.09
2024-02-11,Valentine's Promo,Display,Google Display Network,Last Chance Love,174663,972,667.41,733,14,1098.4
2024-02-11,Valentine's Promo,Display,The Trade Desk,Hearts and Savings,95513,400,395.74,487,3,218.53
2024-02-11,Valentine's Promo,Display,The Trade Desk,Gift Guide,91678,462,351.81,403,5,395.44
2024-02-11,Valentine's Promo,Display,The Trade Desk,Last Chance Love,90711,452,375.1,371,6,457.76
2024-02-11,Valentine's Promo,Email,Mailchimp,Hearts and Savings,14028,2572,20.92,1105,116,9733.39
2024-02-11,Valentine's Promo,Email,Mailchimp,Gift Guide,16533,3423,25.25,1689,129,10649.4
2024-02-11,Valentine's Promo,Email,Mailchimp,Last Chance Love,13737,2393,20.95,858,119,9814.41
2024-02-11,Valentine's Promo,Email,Klaviyo,Hearts and Savings,12189,2797,18.85,1042,88,7663.41
2024-02-11,Valentine's Promo,Email,Klaviyo,Gift Guide,14116,2535,21.77,1180,98,10219.34
2024-02-11,Valentine's Promo,Email,Klaviyo,Last Chance Love,13491,2940,20.68,1376,109,11004.5
2024-02-11,Valentine's Promo,Video,YouTube,Hearts and Savings,100761,807,1775.59,23023,10,1034.01
2024-02-11,Valentine's Promo,Video,YouTube,Gift Guide,86154,730,1556.98,19631,11,1212.2
2024-02-11,Valentine's Promo,Video,YouTube,Last Chance Love,86214,770,1519.1,23321,8,786.49
2024-02-11,Valentine's Promo,Video,Connected TV,Hearts and Savings,45083,352,773.05,12066,3,284.09
2024-02-11,Valentine's Promo,Video,Connected TV,Gift Guide,47578,359,842.83,11292,5,514.6
2024-02-11,Valentine's Promo,Video,Connected TV,Last Chance Love,49519,405,867.79,10412,5,468.36
2024-02-12,Brand Awareness,Paid Search,Google,Hero Brand,37814,1840,820.78,526,133,15107.01
2024-02-12,Brand Awareness,Paid Search,Google,Our Story,35162,1742,783.23,327,89,10219.02
2024-02-12,Brand Awareness,Paid Search,Google,Why Choose Us,42881,2013,954.52,588,88,10771.53
2024-02-12,Brand Awareness,Paid Search,Bing,Hero Brand,11506,612,263.88,116,28,3073.85
2024-02-12,Brand Awareness,Paid Search,Bing,Our Story,9931,394,216.12,139,18,2159.55
2024-02-12,Brand Awareness,Paid Search,Bing,Why Choose Us,11220,424,249.94,118,31,3304.03
2024-02-12,Brand Awareness,Paid Social,Facebook,Hero Brand,76009,1367,792.84,2910,32,2831.7
2024-02-12,Brand Awareness,Paid Social,Facebook,Our Story,69090,1048,674.86,2172,20,1736.75
2024-02-12,Brand Awareness,Paid Social,Facebook,Why Choose Us,70585,1176,682.62,2778,33,2893.16
2024-02-12,Brand Awareness,Paid Social,Instagram,Hero Brand,46133,728,449.46,1682,21,1653.94
2024-02-12,Brand Awareness,Paid Social,Instagram,Our Story,49729,904,483.06,1709,27,1936.48
2024-02-12,Brand Awareness,Paid Social,Instagram,Why Choose Us,51407,1032,503.36,2424,25,1960.63
2024-02-12,Brand Awareness,Paid Social,TikTok,Hero Brand,28795,566,298.5,843,13,979.36
2024-02-12,Brand Awareness,Paid Social,TikTok,Our Story,28309,480,288.28,964,15,1381.82
2024-02-12,Brand Awareness,Paid Social,TikTok,Why Choose Us,24055,368,237.6,873,8,614.79
2024-02-12,Brand Awareness,Display,Google Display Network,Hero Brand,188347,1048,753.78,1138,14,1077.79
2024-02-12,Brand Awareness,Display,Google Display Network,Our Story,179142,913,716.64,751,14,957.06
2024-02-12,Brand Awareness,Display,Google Display Network,Why Choose Us,205962,1017,851.18,804,13,806.14
2024-02-12,Brand Awareness,Display,The Trade Desk,Hero Brand,118462,497,490.57,514,7,459.99
2024-02-12,Brand Awareness,Display,The Trade Desk,Our Story,120590,571,498.21,529,6,459.07
2024-02-12,Brand Awareness,Display,The Trade Desk,Why Choose Us,110513,497,426.2,442,4,296.63
2024-02-12,Brand Awareness,Email,Mailchimp,Hero Brand,26146,5927,40.35,2191,264,23052.54
2024-02-12,Brand Awareness,Email,Mailchimp,Our Story,26564,5841,38.64,1869,231,20998.59
2024-02-12,Brand Awareness,Email,Mailchimp,Why Choose Us,24272,5798,37.7,2212,310,33493.07
2024-02-12,Brand Awareness,Email,Klaviyo,Hero Brand,21829,4592,33.59,1635,180,17081.52
2024-02-12,Brand Awareness,Email,Klaviyo,Our Story,21261,4315,32.06,2060,223,18265.34
2024-02-12,Brand Awareness,Email,Klaviyo,Why Choose Us,19650,4602,30.94,1232,147,15291.62
2024-02-12,Brand Awareness,Video,YouTube,Hero Brand,94996,658,1726.55,29363,8,785.96
2024-02-12,Brand Awareness,Video,YouTube,Our Story,104052,893,1828.71,23663,18,1626.53
2024-02-12,Brand Awareness,Video,YouTube,Why Choose Us,110400,856,1888.45,29856,11,1077.54
2024-02-12,Brand Awareness,Video,Connected TV,Hero Brand,60357,419,1038.4,13938,4,361.88
2024-02-12,Brand Awareness,Video,Connected TV,Our Story,56755,498,999.81,14756,6,593.09
2024-02-12,Brand Awareness,Video,Connected TV,Why Choose Us,56097,503,1018.49,16139,7,643.44
2024-02-12,Valentine's Promo,Paid Search,Google,Hearts and Savings,41619,2218,925.38,500,102,11860.12
2024-02-12,Valentine's Promo,Paid Search,Google,Gift Guide,37943,1694,800.71,554,117,15285.77
2024-02-12,Valentine's Promo,Paid Search,Google,Last Chance Love,37552,1739,818.48,506,129,15817.84
2024-02-12,Valentine's Promo,Paid Search,Bing,Hearts and Savings,11886,514,261.29,135,30,3848.76
2024-02-12,Valentine's Promo,Paid Search,Bing,Gift Guide,9929,488,210.06,97,35,3532.76
2024-02-12,Valentine's Promo,Paid Search,Bing,Last Chance Love,9918,405,228.89,120,20,2282.54
2024-02-12,Valentine's Promo,Paid Social,Facebook,Hearts and Savings,74957,1149,777.4,2175,23,1860.89
2024-02-12,Valentine's Promo,Paid Social,Facebook,Gift Guide,65665,1286,630.38,2090,27,2478.02
2024-02-12,Valentine's Promo,Paid Social,Facebook,Last Chance Love,66248,1328,663.08,2118,36,2939.06
2024-02-12,Valentine's Promo,Paid Social,Instagram,Hearts and Savings,51112,895,514.26,2333,24,2253.71
2024-02-12,Valentine's Promo,Paid Social,Instagram,Gift Guide,50931,847,532.9,1563,19,1583.49
2024-02-12,Valentine's Promo,Paid Social,Instagram,Last Chance Love,50505,1067,519.2,1768,23,2091.29
2024-02-12,Valentine's Promo,Paid Social,TikTok,Hearts and Savings,29854,583,299.39,1081,12,1026.84
2024-02-12,Valentine's Promo,Paid Social,TikTok,Gift Guide,27910,434,268.01,991,12,841.73
2024-02-12,Valentine's Promo,Paid Social,TikTok,Last Chance Love,29264,528,307.07,1156,10,768.18
